"BehaviorSpace results (NetLogo 6.2.0)"
"multifirm_baseline.nlogo"
"baseline-run-no-land"
"06/03/2022 15:53:44:276 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","10","0","10"
"[run number]","use-land?","max-productive-capacity","layoff-probability","n-firms","index-in-use","firm-competency","transactions-per-month","n-households","setup-structure","mean-new-agreements-per-month","fix-n-framework-agreements?","firm-memory-constant","framework-duration","[step]","unemployment-rate","mean-price-all-firms","mean-consumer-demand-not-satisfied","total-sales","mean-current-profit-all-firms","mean-lifetime-profit-all-firms","turnover-rate","bankrupt-firms","household-wealth-concentration"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","0","0","1.0006824193814994","0","1412.292627057931","0","-100","0","0","0.002063150746944325"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","1","0.31399999999999995","1.0006824193814992","0.5510006394156884","1588.9293091010381","0","-100","0","0","0.002060699489776111"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","2","0.362","1.019631600026284","1.805053185089088","1072.7397175557844","0.8034021909099136","-99.19659780909008","0.1","3","0.0020649469300940975"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","3","0.44599999999999995","1.029912988020102","2.409138108530206","825.1533262763977","0.15567469608380383","-99.04092311300629","0.06666666666666667","5","0.00206934788143119"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","4","0.476","1.0362538206894651","2.539219675686185","787.652255441516","1.5916779168129194","-97.60491989227717","0.13333333333333333","9","0.002076595792845848"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","5","0.542","1.0477560588547172","2.558183150140257","896.6337715803606","2.869855271379048","-94.73506462089811","0","9","0.0020759659649394677"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","6","0.5920000000000001","1.0639250778926785","2.6181249191194063","796.3937378621442","4.5375792226586515","-93.06734066961852","0.03333333333333333","10","0.0020801218849896934"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","7","0.614","1.0841856615194556","2.617658217815","712.1555170447639","4.4094454398558955","-91.52775050114165","0","10","0.0020811714531731446"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","8","0.636","1.096667864969136","2.609843429071467","645.9353273420434","3.5647248412068833","-91.72201598847407","0.03333333333333333","11","0.0020845720821501277"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","9","0.656","1.117490803193956","2.5571888018631377","630.403372937725","2.7578719997716745","-91.81734451326163","0.03333333333333333","12","0.0020881285400782897"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","10","0.6839999999999999","1.132174941179923","2.5590844784041615","574.0461646087305","3.418958757567651","-90.93940031058965","0","12","0.002092386428664849"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","11","0.714","1.1520450184467483","2.5143016489903256","552.9989466317253","3.1221147545585994","-90.27400192177303","0","12","0.0020972460680903195"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","12","0.692","1.165884160582995","2.462494222747724","579.7108170702963","3.3566545917172355","-90.83763543752963","0.03333333333333333","13","0.002104561820146902"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","13","0.6639999999999999","1.1830660763119565","2.4126270606537235","606.9400437510442","3.925938852188688","-91.63487334939978","0.03333333333333333","14","0.002111744650003471"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","14","0.626","1.2005675968141072","2.3378050455836368","677.156051215059","4.989807563024083","-89.58707483857064","0.03333333333333333","15","0.002119540159342182"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","15","0.6","1.2141483057621159","2.256713570005656","749.2141746653515","4.385637755005771","-87.3856532592839","0","15","0.002127262854634656"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","16","0.55","1.2225793494213462","2.1868211256229717","867.339836950025","6.598834718872205","-86.42463203001269","0.03333333333333333","16","0.002135619569122264"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","17","0.488","1.2338597050019435","2.1002699286003566","998.0476082114287","6.686131289601614","-85.00878737261054","0","16","0.0021432104330074324"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","18","0.394","1.2440616229566348","2.135581755084196","746.9945567330716","6.686131289601615","-85.00878737261051","0","16","0.0021487580042649818"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","19","0.43600000000000005","1.2544719679051226","2.1487300475617426","717.2599196318561","6.649781908006817","-85.04513675420532","0.03333333333333333","17","0.002154007720408684"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","20","0.46399999999999997","1.2643138334646438","2.0063676935868213","880.591624074596","7.925515413262089","-83.06917863614909","0.06666666666666667","19","0.0021611626019341157"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","21","0.39","1.2698396040243232","2.007698616956463","746.5905501031245","6.1857488017878435","-82.19595866504987","0.03333333333333333","20","0.0021647087766220883"
"1","false","100","0.5","30","no index","0","1","500","two-layer","2","false","0.8","24","22","0.42200000000000004","1.277307828549885","2.0409145608545027","736.1596232481002","6.379607143177509","-83.4163487236829","0.06666666666666667","22","0.002168573278468118"
