"BehaviorSpace results (NetLogo 6.2.2)"
"multifirm_baseline.nlogo"
"1-and-2-layer-vary-primary-prod-capacity"
"07/04/2022 23:09:29:635 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","10","0","10"
"[run number]","setup-structure","primary-good-prod-function","max-prod-capacity-per-capita","alpha","layoff-probability","n-firms","index-in-use","firm-competency","transactions-per-month","n-households","mean-new-agreements-per-month","fix-n-framework-agreements?","firm-memory-constant","framework-duration","[step]","unemployment-rate","mean-consumer-demand-not-satisfied","mean-firm-demand-not-satisfied","total-sales","mean-cg-price","mean-pg-price","sd-cg-price","sd-pg-price","mean-current-profit-all-firms","mean-lifetime-profit-all-firms","turnover-rate","bankrupt-firms","mean-age","mean-inventories","household-wealth-concentration","household-wealth-variance","household-wealth-range","gini-coefficient"
"1","Single-PG&CG-Firm.json","linear","0.1","1","0.5","30","no index","0","1","500","2","false","0.8","24","18","0.8200000000000001","0.7258193791730545","0","49.999999999999986","13.234296769605363","13.234296769605363","0.1784394262237197","0.1784394262237197","19.533934540960253","271.06070589520994","0","0","18","0","0.0024163293814073684","2062.4740864554483","250.74500093488268","0.20015776201025504"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","19","0.23399999999999999","0.18576866761235838","<RuntimePrimitiveException>","236.17892936947587","13.441592935281113","13.441592935281113","0.27992871504116734","0.27992871504116734","97.76976714144804","1893.808511387572","0","0","19","4.920771796803336","0.014562060929131542","60368.77811134177","1197.5777202715149","0.8215972429585117"
"1","Single-PG&CG-Firm.json","linear","0.1","1","0.5","30","no index","0","1","500","2","false","0.8","24","19","0.8200000000000001","0.7122814760455132","0","49.999999999999986","13.448188774074543","13.448188774074543","0.18353429502069196","0.18353429502069196","19.91949295162484","290.98019884683475","0","0","19","0","0.002468372334463076","2320.4885684302694","271.8302057933672","0.2100794664900003"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","20","0.32799999999999996","0.14629854782089646","<RuntimePrimitiveException>","223.55098266811106","13.448907044287232","13.448907044287232","0.32057696567378385","0.32057696567378385","93.71878739200244","1987.5272987795745","0","0","20","6.102405707866301","0.015301638969316677","64255.014396538725","1217.106776666445","0.8416808934997233"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","21","0.43200000000000005","0.11485600998445811","<RuntimePrimitiveException>","211.63455492276287","13.373549138086146","13.373549138086146","0.3281784432553099","0.3281784432553099","89.65228850594248","2077.179587285517","0","0","21","6.7145872104408735","0.015959558596180024","67814.63152718131","1248.4476028349875","0.8586439861182764"
"1","Single-PG&CG-Firm.json","linear","0.1","1","0.5","30","no index","0","1","500","2","false","0.8","24","20","0.8200000000000001","0.702808686089752","0","49.999999999999986","13.661355370783772","13.661355370783772","0.15910783166872905","0.15910783166872905","20.30037460617236","311.28057345300715","0","0","20","0","0.0025218556449611786","2585.6902283347385","269.46769935981655","0.22099838533106042"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","22","0.512","0.08629993435194654","<RuntimePrimitiveException>","199.27743361067843","13.300594138668465","13.300594138668465","0.31632204553602133","0.31632204553602133","84.09091421270735","2161.270501498224","0","0","22","7.005339423418257","0.016539569707683482","70938.4551839466","1305.468469311847","0.8727619290661186"
"1","Single-PG&CG-Firm.json","linear","0.1","1","0.5","30","no index","0","1","500","2","false","0.8","24","21","0.8200000000000001","0.6884788467072686","0","49.999999999999986","13.899157601881743","13.899157601881743","0.21528675405963077","0.21528675405963077","20.719957338941985","332.00053079194913","0","0","21","0","0.002589686295723318","2922.02942501562","285.1348397640113","0.23389282054801397"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","23","0.512","0.06064927628439638","<RuntimePrimitiveException>","188.070930635527","13.179526813792874","13.179526813792874","0.2767813755141826","0.2767813755141826","78.77183431886306","2171.346630988399","0.03333333333333333","1","22.266666666666666","7.460368776901077","0.01699246589868523","73167.9574640538","1347.8850467656496","0.8829935830137867"
"1","Single-PG&CG-Firm.json","linear","0.1","1","0.5","30","no index","0","1","500","2","false","0.8","24","22","0.8200000000000001","0.6705450676207114","0","49.999999999999986","14.147785396887517","14.147785396887517","0.17869793802043205","0.17869793802043205","21.16696974162396","353.16750053357305","0","0","22","0","0.002651800884783612","3230.1339955291646","306.7202197575559","0.2439698055512094"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","24","0.6","0.042878893546381844","<RuntimePrimitiveException>","173.08394713779714","13.114661411904935","13.114661411904935","0.28877408773608343","0.28877408773608343","78.30029926702892","2244.4002881940914","0","1","23.266666666666666","7.690903872307839","0.01730189858844633","75035.28498749527","1353.5586712307106","0.8889948386062381"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","25","0.6579999999999999","0.027075856118410662","<RuntimePrimitiveException>","166.0390623285472","13.006971181279253","13.006971181279253","0.261170609425624","0.261170609425624","74.75003877685822","2240.6466475579705","0.03333333333333333","2","23.466666666666665","7.439065795179574","0.01753615412918836","76435.15842369151","1377.3152560291423","0.8925798801816958"
"1","Single-PG&CG-Firm.json","linear","0.1","1","0.5","30","no index","0","1","500","2","false","0.8","24","23","0.8200000000000001","0.65779886414292","0","49.999999999999986","14.428453773217463","14.428453773217463","0.26059649352009606","0.26059649352009606","21.6521533355781","374.8196538691512","0","0","23","0","0.002731529425633107","3625.555270503921","323.0172245650315","0.2562749073929831"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","26","0.698","0.018964554599467873","<RuntimePrimitiveException>","151.0918556892704","12.93314763487923","12.93314763487923","0.2984335255884469","0.2984335255884469","68.02377295464927","2302.7166200718802","0","2","24.466666666666665","7.336003938870559","0.017671851032295724","77228.28208267351","1365.6955906383994","0.8942436170784342"
"1","Single-PG&CG-Firm.json","linear","0.1","1","0.5","30","no index","0","1","500","2","false","0.8","24","24","0.8200000000000001","0.6433024852036875","0","49.999999999999986","14.699585435492455","14.699585435492455","0.21841294560754337","0.21841294560754337","22.12952259800377","396.949176467155","0","0","24","0","0.002810903186317237","4019.294537825017","339.24695093058756","0.2674554909612623"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","27","0.6679999999999999","0.01301454006228613","<RuntimePrimitiveException>","152.72588218453924","12.948792073762085","12.948792073762085","0.22993053392295365","0.22993053392295365","74.15735236912882","2131.571048703467","0.1","5","22.866666666666667","7.0042464884883815","0.017766223320848762","77604.56011630343","1366.8692678817506","0.8950833205123649"
"1","Single-PG&CG-Firm.json","linear","0.1","1","0.5","30","no index","0","1","500","2","false","0.8","24","25","0.8200000000000001","0.6291488700580946","0","49.999999999999986","14.998794038569224","14.998794038569224","0.23313220800156836","0.23313220800156836","22.658747833673715","419.60792430082864","0","0","25","0","0.0028965537185005916","4444.250456776542","356.24040026952935","0.27912483476928585"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","28","0.6779999999999999","0.009634590348234766","<RuntimePrimitiveException>","145.67870159121867","12.878557184191092","12.878557184191092","0.23381662496702718","0.23381662496702718","73.42029479475063","2183.5255110855464","0.06666666666666667","7","23.6","6.779183245207863","0.017844446867231106","78047.41024601208","1395.7045360668594","0.8959383411338668"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","29","0.736","0.00593794341843587","<RuntimePrimitiveException>","144.59035439502907","12.753635102642075","12.753635102642075","0.23028495705663762","0.23028495705663762","61.929413696414485","2153.561441068646","0.03333333333333333","8","23.666666666666668","6.098594046862435","0.017925695556101896","78648.48335857087","1416.8268658114894","0.896743779594634"
"1","Single-PG&CG-Firm.json","linear","0.1","1","0.5","30","no index","0","1","500","2","false","0.8","24","26","0.8200000000000001","0.6128880001343684","0","49.999999999999986","15.290175299990361","15.290175299990361","0.1775573875073526","0.1775573875073526","23.17725731149826","442.785181612327","0","0","26","0","0.0029983643888214923","4949.440239613465","378.8396025737443","0.29248805141058787"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","30","0.71","0.005396550062890897","<RuntimePrimitiveException>","149.1855881696488","12.581005902401204","12.581005902401204","0.26680731293915244","0.26680731293915244","65.10706752949406","2119.6045211670676","0.06666666666666667","10","23.6","5.769622267356903","0.01803597315276378","79117.04915352368","1472.6826855494887","0.897604784685464"
"1","Single-PG&CG-Firm.json","linear","0.1","1","0.5","30","no index","0","1","500","2","false","0.8","24","27","0.8200000000000001","0.6001774974454459","0","49.999999999999986","15.572978574920269","15.572978574920269","0.25847032115393676","0.25847032115393676","23.65676696585536","466.44194857818235","0","0","27","0","0.0031028936135689494","5468.07877789661","396.4131997974774","0.3061287573945368"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","31","0.696","0.006138807881247065","<RuntimePrimitiveException>","145.61979552274875","12.503995774395369","12.503995774395369","0.2106989839958256","0.2106989839958256","69.59443641058928","2175.0907560093065","0.03333333333333333","11","24.466666666666665","5.53310355293466","0.018137814689643803","79605.12203058657","1509.1839376873409","0.898520705177249"
"1","Single-PG&CG-Firm.json","linear","0.1","1","0.5","30","no index","0","1","500","2","false","0.8","24","28","0.8200000000000001","0.5918895391409422","0","49.999999999999986","15.825855993065792","15.825855993065792","0.269264066948472","0.269264066948472","24.091844567039477","490.53379314522175","0","0","28","0","0.00321325029433085","6015.634332353671","409.583380664634","0.31987817238374583"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","32","0.712","0.006579674624883026","<RuntimePrimitiveException>","144.3752335287786","12.423828653294745","12.423828653294745","0.28004301316250046","0.28004301316250046","64.04593848196446","2231.9702768549582","0.03333333333333333","12","25.333333333333332","4.801756355797144","0.01827093956266977","80324.59442275976","1541.1484224383373","0.8996504388699567"
"1","Single-PG&CG-Firm.json","linear","0.1","1","0.5","30","no index","0","1","500","2","false","0.8","24","29","0.8200000000000001","0.5766288692821683","0","49.999999999999986","16.06016703219859","16.06016703219859","0.2794123034032572","0.2794123034032572","24.500497552758194","515.0342906979798","0","0","29","0","0.0033230907118383455","6560.698143033219","428.43734565655836","0.33184800104983236"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","33","0.6839999999999999","0.006772173638037703","<RuntimePrimitiveException>","144.25274121391612","12.389728715123544","12.389728715123544","0.24328530034498236","0.24328530034498236","61.59332042507458","2284.3127155691814","0.06666666666666667","14","26.1","4.161494341210003","0.018389267761092957","80784.93466644715","1565.5121845518802","0.9004674107557213"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","34","0.642","0.006779503401875049","<RuntimePrimitiveException>","150.26521966124773","12.422822676726046","12.422822676726046","0.24169875513293324","0.24169875513293324","64.23125333703994","2243.3699000810825","0.1","17","25.566666666666666","3.835252024303433","0.01851278033875478","81248.6495296887","1614.5745959623914","0.9012753582700228"
"1","Single-PG&CG-Firm.json","linear","0.1","1","0.5","30","no index","0","1","500","2","false","0.8","24","30","0.8200000000000001","0.5638791671962642","0","49.999999999999986","16.32135554532177","16.32135554532177","0.3120254764811996","0.3120254764811996","24.957522165411863","539.9918128633919","0","0","30","0","0.0034298937396290497","7090.798905207243","432.049902363924","0.34382231172514466"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","35","0.638","0.004862671523455167","<RuntimePrimitiveException>","146.12405325008294","12.338246475008587","12.338246475008587","0.24662376719345336","0.24662376719345336","61.93816298545601","2297.165649554643","0.03333333333333333","18","26.4","4.267733234419097","0.018590452625447812","81635.87219270863","1619.4427720818205","0.9018398997009662"
"1","Single-PG&CG-Firm.json","linear","0.1","1","0.5","30","no index","0","1","500","2","false","0.8","24","31","0.8200000000000001","0.5584423609674337","0","49.999999999999986","16.53150335127266","16.53150335127266","0.2644894038579303","0.2644894038579303","25.33422138040806","565.3260342438","0","0","31","0","0.0035372663850677696","7623.861929694414","430.0186180889107","0.3543992241776488"
"2","Single-PG&CG-Firm.json","linear","0.6","1","0.5","30","no index","0","1","500","2","false","0.8","24","36","0.6599999999999999","0.012396717798785177","<RuntimePrimitiveException>","149.29327509460134","12.261829941977645","12.261829941977645","0.25278537049974875","0.25278537049974875","64.44511141146354","2353.437003250777","0.03333333333333333","19","27.233333333333334","4.587380302146647","0.018748353843499505","82518.53265589465","1651.5483290275704","0.9029254094253576"
