BehaviorSpace results (NetLogo 6.2.0),,,,,,,,,,,,,,,,,,,,,,,
multifirm_baseline.nlogo,,,,,,,,,,,,,,,,,,,,,,,
Varying-productivity,,,,,,,,,,,,,,,,,,,,,,,
06/03/2022 16:30:50:263 -0500,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,
0,10,0,10,,,,,,,,,,,,,,,,,,,,
[run number],use-land?,max-productive-capacity,layoff-probability,n-firms,index-in-use,firm-competency,transactions-per-month,n-households,setup-structure,mean-new-agreements-per-month,fix-n-framework-agreements?,firm-memory-constant,framework-duration,[step],unemployment-rate,mean-price-all-firms,mean-consumer-demand-not-satisfied,total-sales,mean-current-profit-all-firms,mean-lifetime-profit-all-firms,turnover-rate,bankrupt-firms,household-wealth-concentration
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,0,0,1.00134121,0,1621.966737,0,-100,0,0,0.002060321
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,1,0.302,1.00134121,0.289094094,1734.157058,0,-100,0,0,0.002058214
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,2,0.336,1.02252978,1.740957267,1034.055278,1.776983789,-98.22301621,0.066666667,2,0.002060074
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,3,0.442,1.037538556,2.351161886,902.7238734,1.844884724,-98.15511528,0.033333333,3,0.002061597
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,4,0.476,1.052559125,2.515629537,804.3777421,4.03003557,-95.96996443,0.1,6,0.00206546
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,5,0.54,1.065908915,2.59941087,828.6687453,2.208720644,-95.60612851,0.033333333,7,0.002069221
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,6,0.6,1.074507763,2.657028607,764.9819562,3.999893247,-93.81495591,0,7,0.00207011
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,7,0.572,1.087742154,2.678938544,674.0058564,1.875168595,-95.93968056,0.133333333,11,0.002080474
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,8,0.636,1.09829582,2.646424437,650.1455112,1.9229022,-95.89194695,0,11,0.002082599
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,9,0.648,1.111038732,2.627797846,605.5250399,2.606200289,-94.96470932,0,11,0.002085078
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,10,0.682,1.12150646,2.604862324,565.9002988,3.374005978,-92.49465588,0,11,0.00208852
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,11,0.718,1.133058547,2.582243523,537.094723,3.315138685,-91.61562663,0,11,0.002092228
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,12,0.698,1.145911193,2.535424472,553.494836,4.631763635,-89.89466184,0.066666667,13,0.002098587
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,13,0.676,1.162932807,2.487927872,586.221527,5.045687079,-91.10027295,0.066666667,15,0.002106115
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,14,0.68,1.174238463,2.424321088,570.4138027,2.74299782,-90.79083374,0,15,0.002113435
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,15,0.666,1.186209945,2.3961482,630.2485965,3.475886981,-88.14748819,0,15,0.0021201
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,16,0.638,1.199012441,2.324215719,703.8877098,3.198953408,-86.54574278,0,15,0.002128837
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,17,0.57,1.214369844,2.242540731,839.3164645,5.735036621,-87.65222201,0.066666667,17,0.002138973
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,18,0.516,1.238921345,2.152687995,925.9784622,6.086802665,-85.37679339,0,17,0.002148067
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,19,0.432,1.246731596,2.035924517,1122.671129,8.376504263,-84.31913523,0.033333333,18,0.002155201
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,20,0.348,1.252128652,1.943068894,1100.732316,8.670056571,-83.49373049,0,18,0.002163339
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,21,0.298,1.255717735,1.876167919,1128.135964,5.23505868,-82.68889658,0,18,0.002169786
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,22,0.274,1.260624971,1.768037361,1316.354531,4.473411328,-81.60918251,0,18,0.002175607
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,23,0.208,1.26203951,1.680841352,1242.322855,5.190230736,-83.62549075,0.033333333,19,0.002179687
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,24,0.16,1.260528355,1.538799593,1412.669693,3.585447351,-82.58495823,0,19,0.002181809
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,25,0.124,1.26058424,1.523253464,1242.366704,3.822532286,-81.12221935,0,19,0.002182703
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,26,0.12,1.265115562,1.328076099,1527.241073,5.36457386,-78.61050596,0,19,0.002182943
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,27,0.1,1.263113694,1.156820506,1479.727408,6.863898233,-78.76808381,0.033333333,20,0.002183766
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,28,0.106,1.261244695,0.984788092,1519.337396,10.56417107,-71.91866876,0,20,0.002176409
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,29,0.134,1.259422386,0.841920079,1396.877004,13.79189659,-68.45169748,0.033333333,21,0.002170111
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,30,0.12,1.258524643,0.726132358,1512.988656,18.71878657,-60.33711285,0,21,0.002162432
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,31,0.102,1.254600888,0.581082313,1548.065844,22.82532695,-51.08168701,0,21,0.002161841
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,32,0.114,1.252909575,0.443469852,1487.45826,22.73506181,-45.30994693,0.033333333,22,0.002157975
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,33,0.128,1.243405395,0.335775853,1428.581664,26.02448966,-30.17035294,0,22,0.002150854
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,34,0.138,1.235944278,0.267734019,1538.48561,27.23329055,-23.0259248,0.033333333,23,0.002154201
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,35,0.128,1.229276494,0.187331975,1523.888853,27.40078213,-11.09834666,0,23,0.002151157
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,36,0.164,1.223057733,0.136458062,1507.021748,28.73417781,-1.408613855,0.033333333,24,0.002152281
14,TRUE,140,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,37,0.168,1.218267032,0.097028035,1511.070068,27.69074497,13.0185573,0,24,0.002155652
