BehaviorSpace results (NetLogo 6.2.0),,,,,,,,,,,,,,,,,,,,,,,
multifirm_baseline.nlogo,,,,,,,,,,,,,,,,,,,,,,,
Varying-productivity,,,,,,,,,,,,,,,,,,,,,,,
06/03/2022 16:30:50:263 -0500,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,
0,10,0,10,,,,,,,,,,,,,,,,,,,,
[run number],use-land?,max-productive-capacity,layoff-probability,n-firms,index-in-use,firm-competency,transactions-per-month,n-households,setup-structure,mean-new-agreements-per-month,fix-n-framework-agreements?,firm-memory-constant,framework-duration,[step],unemployment-rate,mean-price-all-firms,mean-consumer-demand-not-satisfied,total-sales,mean-current-profit-all-firms,mean-lifetime-profit-all-firms,turnover-rate,bankrupt-firms,household-wealth-concentration
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,0,0,1.000145338,0,1720.44617,0,-100,0,0,0.002061453
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,1,0.27,1.000145338,0.211393649,1753.748179,0,-100,0,0,0.002059643
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,2,0.32,1.016061416,1.883110361,901.6432935,0,-100,0.1,3,0.002064338
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,3,0.386,1.025026483,2.424393702,857.7027926,0,-100,0.1,6,0.002069589
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,4,0.462,1.043279736,2.516078052,845.0521349,0,-100,0.066666667,8,0.002072743
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,5,0.54,1.054053012,2.586875956,789.2117083,1.338622451,-98.66137755,0.1,11,0.002079949
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,6,0.608,1.068168922,2.652040239,683.8602495,2.166314317,-96.70330813,0,11,0.002078485
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,7,0.668,1.082553448,2.652356047,604.8081493,1.890580141,-95.27321837,0,11,0.00207897
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,8,0.692,1.09102499,2.669127832,584.8870456,1.724811978,-96.35277702,0.033333333,12,0.002081905
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,9,0.66,1.10330664,2.638103962,553.0469834,3.126945974,-96.46346043,0.1,15,0.002088814
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,10,0.698,1.121652114,2.577996729,505.8469162,4.049291381,-95.37379297,0,15,0.00209161
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,11,0.746,1.133464542,2.543969707,486.6166035,4.316823905,-91.92578614,0,15,0.002092836
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,12,0.728,1.143033474,2.498880076,508.4734292,4.001741536,-90.76274252,0,15,0.002097662
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,13,0.698,1.158001725,2.4642897,537.2607053,4.920558995,-89.1812429,0.066666667,17,0.002105159
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,14,0.684,1.169059553,2.407869934,566.5936744,4.439195791,-87.48637527,0,17,0.002109641
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,15,0.632,1.180748885,2.351693458,653.6011459,5.92884891,-88.01063149,0.033333333,18,0.002116412
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,16,0.608,1.193861462,2.290130954,759.9350183,6.791272882,-87.7008744,0.066666667,20,0.002124894
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,17,0.532,1.210429184,2.219693539,872.9476023,6.163138227,-86.96510525,0,20,0.002132063
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,18,0.452,1.225254681,2.141540515,959.1625448,7.695731658,-87.25967669,0.033333333,21,0.00213949
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,19,0.404,1.232668019,2.00905737,1125.925827,6.462346221,-86.44382853,0,21,0.002144826
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,20,0.326,1.234182738,1.906057038,1147.231115,7.05834397,-88.33890658,0.033333333,22,0.002154105
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,21,0.28,1.235503671,1.875107257,1157.081701,7.615310352,-86.67000703,0,22,0.002158132
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,22,0.244,1.238431649,1.822239582,1226.668464,7.615310352,-86.67000703,0,22,0.002164001
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,23,0.218,1.240486424,1.611166726,1384.793452,6.852012062,-85.41732087,0.033333333,23,0.002170088
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,24,0.142,1.240676836,1.415391407,1492.089064,6.983328414,-86.39793768,0.033333333,24,0.002173946
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,25,0.08,1.238596978,1.246667031,1519.880327,6.983328414,-86.39793768,0,24,0.002175007
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,26,0.076,1.232708205,1.04947817,1464.351215,10.76819374,-82.61307236,0.033333333,25,0.002173141
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,27,0.094,1.230693372,0.885636657,1561.471259,11.86526207,-76.48689652,0,25,0.002166077
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,28,0.114,1.226187027,0.755712765,1462.755378,14.13142393,-68.20817319,0,25,0.002157286
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,29,0.098,1.222204412,0.618295876,1541.921213,14.67921041,-64.2992547,0.033333333,26,0.002155422
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,30,0.126,1.21926221,0.496385266,1531.975189,16.18514095,-56.8392694,0,26,0.002146498
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,31,0.11,1.214664969,0.377699897,1508.098221,19.653815,-46.36580088,0,26,0.002139255
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,32,0.148,1.209703953,0.292598671,1568.686181,21.52779339,-37.06014772,0.033333333,27,0.002139082
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,33,0.168,1.20090073,0.207940615,1520.59302,25.85836475,-23.95745123,0,27,0.002131692
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,34,0.166,1.199916071,0.147498241,1525.245148,27.98282918,-9.347376824,0,27,0.002127971
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,35,0.192,1.19315031,0.108402732,1532.124276,29.32757351,4.385130937,0,27,0.002135712
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,36,0.122,1.18622812,0.078599497,1541.124276,28.01397244,7.061158929,0.066666667,29,0.002145325
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,37,0.154,1.180427184,0.054765458,1546.854656,34.17544329,25.22995063,0,29,0.002145175
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,38,0.158,1.169415315,0.036833247,1595.026225,33.44456415,36.22491296,0.033333333,30,0.002156764
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,39,0.152,1.168689333,0.02679268,1567.052172,34.38466803,48.4903243,0,30,0.002169716
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,40,0.156,1.164140031,0.015576023,1567.554908,28.29016908,62.57736024,0.033333333,31,0.002191076
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,41,0.14,1.162549454,0.014720186,1574.210341,37.3172449,79.95723193,0,31,0.002222421
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,42,0.144,1.15716648,0.013292639,1574.760808,36.94531539,92.08697071,0,31,0.002243661
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,43,0.144,1.149280985,0.011024319,1583.20127,26.72629626,103.3766362,0,31,0.002261982
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,44,0.138,1.143278484,0.008461754,1590.554224,30.4833804,117.9369703,0,31,0.002289927
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,45,0.146,1.140898435,0.005742437,1596.878816,31.43436171,130.6433934,0,31,0.002314865
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,46,0.124,1.136003291,0.003630424,1603.50369,30.27828124,146.1975723,0,31,0.00234634
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,47,0.166,1.13294222,0.002075187,1611.620473,34.49076973,161.733998,0,31,0.002391345
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,48,0.152,1.118626274,0.002798936,1623.832927,36.82190829,178.8482521,0,31,0.002438801
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,49,0.134,1.111875633,0.003833305,1639.706573,32.41120617,190.3906622,0,31,0.002475207
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,50,0.122,1.1059471,0.011450536,1646.478562,28.21099089,194.1543931,0.033333333,32,0.002534626
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,51,0.138,1.095916362,0.012637192,1657.98332,29.44651109,211.1575979,0,32,0.002571856
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,52,0.112,1.089243851,0.004915698,1670.627947,34.62375349,225.7756656,0,32,0.002632226
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,53,0.086,1.084724275,0.003891395,1677.196464,31.83742803,237.6982459,0,32,0.00266929
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,54,0.086,1.07972351,0.011069211,1678.544187,33.25230023,232.7799071,0.066666667,34,0.002730548
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,55,0.084,1.075873343,0.040181514,1652.389701,36.03055891,250.6668756,0,34,0.002791207
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,56,0.11,1.069075394,0.043943995,1725.331289,34.1610733,265.8588665,0,34,0.002828599
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,57,0.088,1.064087742,0.038931543,1702.619461,33.10707922,279.7915696,0,34,0.002879194
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,58,0.092,1.0621657,0.034923735,1679.168676,25.1085332,290.9662501,0,34,0.002915421
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,59,0.088,1.061452632,0.035893824,1729.622857,28.69723268,301.7182555,0,34,0.00296295
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,60,0.068,1.060334689,0.029409541,1664.984633,29.56175932,309.0719412,0.033333333,35,0.003036069
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,61,0.064,1.058674913,0.020001058,1753.71093,33.82874002,321.1998845,0,35,0.003094752
17,TRUE,170,0.5,30,no index,0,1,500,two-layer,2,FALSE,0.8,24,62,0.086,1.055621843,0.044298486,1631.540232,35.44996898,326.4588616,0.033333333,36,0.003148815
